,genres,name,platform,score
6090,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6091,Platformer,Iconoclasts,PlayStation 4,8.4
6092,Platformer,Iconoclasts,PlayStation Vita,8.4
6093,Platformer,Iconoclasts,PC,8.4
6094,Fighting,EA Sports UFC 3,Xbox One,7.5
6095,Puzzle,Gorogoa,PC,8.5
6096,Puzzle,Gorogoa,Macintosh,8.5
6097,Puzzle,Gorogoa,iPhone,8.5
6098,Puzzle,Gorogoa,Nintendo Switch,8.5
6099,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6100,RPG,Kingdom Come: Deliverance,PC,8.0
6101,Hardware,Analogue Super Nt,Super NES,8.5
6102,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6103,Fighting,Injustice 2: TMNT DLC,PC,8.8
6104,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6105,Adventure,Fe,PlayStation 4,6.5
6106,Adventure,Fe,Nintendo Switch,6.5
6107,Adventure,Fe,Xbox One,6.5
6108,Adventure,Fe,PC,6.5
6109,Action,Bayonetta 2,Nintendo Switch,9.0
6110,Action,Dynasty Warriors 9,PlayStation 4,5.8
6111,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6112,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6113,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6114,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6115,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6116,Platformer,Iconoclasts,PlayStation 4,8.4
6117,Platformer,Iconoclasts,PlayStation Vita,8.4
6118,Platformer,Iconoclasts,PC,8.4
6119,Fighting,EA Sports UFC 3,Xbox One,7.5
6120,Puzzle,Gorogoa,PC,8.5
6121,Puzzle,Gorogoa,Macintosh,8.5
6122,Puzzle,Gorogoa,iPhone,8.5
6123,Puzzle,Gorogoa,Nintendo Switch,8.5
6124,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6125,RPG,Kingdom Come: Deliverance,PC,8.0
6126,Hardware,Analogue Super Nt,Super NES,8.5
6127,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6128,Fighting,Injustice 2: TMNT DLC,PC,8.8
6129,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6130,Adventure,Fe,PlayStation 4,6.5
6131,Adventure,Fe,Nintendo Switch,6.5
6132,Adventure,Fe,Xbox One,6.5
6133,Adventure,Fe,PC,6.5
6134,Action,Bayonetta 2,Nintendo Switch,9.0
6135,Action,Dynasty Warriors 9,PlayStation 4,5.8
6136,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6137,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6138,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6139,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6140,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6141,Platformer,Iconoclasts,PlayStation 4,8.4
6142,Platformer,Iconoclasts,PlayStation Vita,8.4
6143,Platformer,Iconoclasts,PC,8.4
6144,Fighting,EA Sports UFC 3,Xbox One,7.5
6145,Puzzle,Gorogoa,PC,8.5
6146,Puzzle,Gorogoa,Macintosh,8.5
6147,Puzzle,Gorogoa,iPhone,8.5
6148,Puzzle,Gorogoa,Nintendo Switch,8.5
6149,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6150,RPG,Kingdom Come: Deliverance,PC,8.0
6151,Hardware,Analogue Super Nt,Super NES,8.5
6152,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6153,Fighting,Injustice 2: TMNT DLC,PC,8.8
6154,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6155,Adventure,Fe,PlayStation 4,6.5
6156,Adventure,Fe,Nintendo Switch,6.5
6157,Adventure,Fe,Xbox One,6.5
6158,Adventure,Fe,PC,6.5
6159,Action,Bayonetta 2,Nintendo Switch,9.0
6160,Action,Dynasty Warriors 9,PlayStation 4,5.8
6161,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6162,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6163,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6164,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6165,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6166,Platformer,Iconoclasts,PlayStation 4,8.4
6167,Platformer,Iconoclasts,PlayStation Vita,8.4
6168,Platformer,Iconoclasts,PC,8.4
6169,Fighting,EA Sports UFC 3,Xbox One,7.5
6170,Puzzle,Gorogoa,PC,8.5
6171,Puzzle,Gorogoa,Macintosh,8.5
6172,Puzzle,Gorogoa,iPhone,8.5
6173,Puzzle,Gorogoa,Nintendo Switch,8.5
6174,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6175,RPG,Kingdom Come: Deliverance,PC,8.0
6176,Hardware,Analogue Super Nt,Super NES,8.5
6177,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6178,Fighting,Injustice 2: TMNT DLC,PC,8.8
6179,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6180,Adventure,Fe,PlayStation 4,6.5
6181,Adventure,Fe,Nintendo Switch,6.5
6182,Adventure,Fe,Xbox One,6.5
6183,Adventure,Fe,PC,6.5
6184,Action,Bayonetta 2,Nintendo Switch,9.0
6185,Action,Dynasty Warriors 9,PlayStation 4,5.8
6186,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6187,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6188,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6189,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6190,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6191,Platformer,Iconoclasts,PlayStation 4,8.4
6192,Platformer,Iconoclasts,PlayStation Vita,8.4
6193,Platformer,Iconoclasts,PC,8.4
6194,Fighting,EA Sports UFC 3,Xbox One,7.5
6195,Puzzle,Gorogoa,PC,8.5
6196,Puzzle,Gorogoa,Macintosh,8.5
6197,Puzzle,Gorogoa,iPhone,8.5
6198,Puzzle,Gorogoa,Nintendo Switch,8.5
6199,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6200,RPG,Kingdom Come: Deliverance,PC,8.0
6201,Hardware,Analogue Super Nt,Super NES,8.5
6202,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6203,Fighting,Injustice 2: TMNT DLC,PC,8.8
6204,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6205,Adventure,Fe,Nintendo Switch,6.5
6206,Adventure,Fe,PlayStation 4,6.5
6207,Adventure,Fe,PC,6.5
6208,Adventure,Fe,Xbox One,6.5
6209,Action,Bayonetta 2,Nintendo Switch,9.0
6210,Action,Dynasty Warriors 9,PlayStation 4,5.8
6211,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6212,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6213,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6214,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6215,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6216,Platformer,Iconoclasts,PlayStation 4,8.4
6217,Platformer,Iconoclasts,PlayStation Vita,8.4
6218,Platformer,Iconoclasts,PC,8.4
6219,Fighting,EA Sports UFC 3,Xbox One,7.5
6220,Puzzle,Gorogoa,PC,8.5
6221,Puzzle,Gorogoa,Macintosh,8.5
6222,Puzzle,Gorogoa,iPhone,8.5
6223,Puzzle,Gorogoa,Nintendo Switch,8.5
6224,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6225,RPG,Kingdom Come: Deliverance,PC,8.0
6226,Hardware,Analogue Super Nt,Super NES,8.5
6227,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6228,Fighting,Injustice 2: TMNT DLC,PC,8.8
6229,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6230,Adventure,Fe,Nintendo Switch,6.5
6231,Adventure,Fe,PlayStation 4,6.5
6232,Adventure,Fe,PC,6.5
6233,Adventure,Fe,Xbox One,6.5
6234,Action,Bayonetta 2,Nintendo Switch,9.0
6235,Action,Dynasty Warriors 9,PlayStation 4,5.8
6236,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6237,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6238,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6239,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6240,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6241,Platformer,Iconoclasts,PlayStation 4,8.4
6242,Platformer,Iconoclasts,PlayStation Vita,8.4
6243,Platformer,Iconoclasts,PC,8.4
6244,Fighting,EA Sports UFC 3,Xbox One,7.5
6245,Puzzle,Gorogoa,PC,8.5
6246,Puzzle,Gorogoa,Macintosh,8.5
6247,Puzzle,Gorogoa,iPhone,8.5
6248,Puzzle,Gorogoa,Nintendo Switch,8.5
6249,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6250,RPG,Kingdom Come: Deliverance,PC,8.0
6251,Hardware,Analogue Super Nt,Super NES,8.5
6252,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6253,Fighting,Injustice 2: TMNT DLC,PC,8.8
6254,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6255,Adventure,Fe,Nintendo Switch,6.5
6256,Adventure,Fe,PlayStation 4,6.5
6257,Adventure,Fe,PC,6.5
6258,Adventure,Fe,Xbox One,6.5
6259,Action,Bayonetta 2,Nintendo Switch,9.0
6260,Action,Dynasty Warriors 9,PlayStation 4,5.8
6261,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6262,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6263,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6264,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6265,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6266,Platformer,Iconoclasts,PlayStation 4,8.4
6267,Platformer,Iconoclasts,PlayStation Vita,8.4
6268,Platformer,Iconoclasts,PC,8.4
6269,Fighting,EA Sports UFC 3,Xbox One,7.5
6270,Puzzle,Gorogoa,PC,8.5
6271,Puzzle,Gorogoa,Macintosh,8.5
6272,Puzzle,Gorogoa,iPhone,8.5
6273,Puzzle,Gorogoa,Nintendo Switch,8.5
6274,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6275,RPG,Kingdom Come: Deliverance,PC,8.0
6276,Hardware,Analogue Super Nt,Super NES,8.5
6277,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6278,Fighting,Injustice 2: TMNT DLC,PC,8.8
6279,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6280,Adventure,Fe,PlayStation 4,6.5
6281,Adventure,Fe,Nintendo Switch,6.5
6282,Adventure,Fe,Xbox One,6.5
6283,Adventure,Fe,PC,6.5
6284,Action,Bayonetta 2,Nintendo Switch,9.0
6285,Action,Dynasty Warriors 9,PlayStation 4,5.8
6286,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6287,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6288,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6289,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6290,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6291,Platformer,Iconoclasts,PlayStation 4,8.4
6292,Platformer,Iconoclasts,PlayStation Vita,8.4
6293,Platformer,Iconoclasts,PC,8.4
6294,Fighting,EA Sports UFC 3,Xbox One,7.5
6295,Puzzle,Gorogoa,PC,8.5
6296,Puzzle,Gorogoa,Macintosh,8.5
6297,Puzzle,Gorogoa,iPhone,8.5
6298,Puzzle,Gorogoa,Nintendo Switch,8.5
6299,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6300,RPG,Kingdom Come: Deliverance,PC,8.0
6301,Hardware,Analogue Super Nt,Super NES,8.5
6302,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6303,Fighting,Injustice 2: TMNT DLC,PC,8.8
6304,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6305,Adventure,Fe,Nintendo Switch,6.5
6306,Adventure,Fe,PlayStation 4,6.5
6307,Adventure,Fe,PC,6.5
6308,Adventure,Fe,Xbox One,6.5
6309,Action,Bayonetta 2,Nintendo Switch,9.0
6310,Action,Dynasty Warriors 9,PlayStation 4,5.8
6311,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6312,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6313,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6314,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6315,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6316,Platformer,Iconoclasts,PlayStation 4,8.4
6317,Platformer,Iconoclasts,PlayStation Vita,8.4
6318,Platformer,Iconoclasts,PC,8.4
6319,Fighting,EA Sports UFC 3,Xbox One,7.5
6320,Puzzle,Gorogoa,PC,8.5
6321,Puzzle,Gorogoa,Macintosh,8.5
6322,Puzzle,Gorogoa,iPhone,8.5
6323,Puzzle,Gorogoa,Nintendo Switch,8.5
6324,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6325,RPG,Kingdom Come: Deliverance,PC,8.0
6326,Hardware,Analogue Super Nt,Super NES,8.5
6327,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6328,Fighting,Injustice 2: TMNT DLC,PC,8.8
6329,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6330,Adventure,Fe,Nintendo Switch,6.5
6331,Adventure,Fe,PlayStation 4,6.5
6332,Adventure,Fe,PC,6.5
6333,Adventure,Fe,Xbox One,6.5
6334,Action,Bayonetta 2,Nintendo Switch,9.0
6335,Action,Dynasty Warriors 9,PlayStation 4,5.8
6336,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6337,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6338,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6339,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6340,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6341,Platformer,Iconoclasts,PlayStation 4,8.4
6342,Platformer,Iconoclasts,PlayStation Vita,8.4
6343,Platformer,Iconoclasts,PC,8.4
6344,Fighting,EA Sports UFC 3,Xbox One,7.5
6345,Puzzle,Gorogoa,PC,8.5
6346,Puzzle,Gorogoa,Macintosh,8.5
6347,Puzzle,Gorogoa,iPhone,8.5
6348,Puzzle,Gorogoa,Nintendo Switch,8.5
6349,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6350,RPG,Kingdom Come: Deliverance,PC,8.0
6351,Hardware,Analogue Super Nt,Super NES,8.5
6352,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6353,Fighting,Injustice 2: TMNT DLC,PC,8.8
6354,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6355,Adventure,Fe,Nintendo Switch,6.5
6356,Adventure,Fe,PlayStation 4,6.5
6357,Adventure,Fe,PC,6.5
6358,Adventure,Fe,Xbox One,6.5
6359,Action,Bayonetta 2,Nintendo Switch,9.0
6360,Action,Dynasty Warriors 9,PlayStation 4,5.8
6361,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6362,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6363,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6364,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6365,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6366,Platformer,Iconoclasts,PlayStation 4,8.4
6367,Platformer,Iconoclasts,PlayStation Vita,8.4
6368,Platformer,Iconoclasts,PC,8.4
6369,Fighting,EA Sports UFC 3,Xbox One,7.5
6370,Puzzle,Gorogoa,PC,8.5
6371,Puzzle,Gorogoa,Macintosh,8.5
6372,Puzzle,Gorogoa,iPhone,8.5
6373,Puzzle,Gorogoa,Nintendo Switch,8.5
6374,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6375,RPG,Kingdom Come: Deliverance,PC,8.0
6376,Hardware,Analogue Super Nt,Super NES,8.5
6377,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6378,Fighting,Injustice 2: TMNT DLC,PC,8.8
6379,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6380,Adventure,Fe,Nintendo Switch,6.5
6381,Adventure,Fe,PlayStation 4,6.5
6382,Adventure,Fe,PC,6.5
6383,Adventure,Fe,Xbox One,6.5
6384,Action,Bayonetta 2,Nintendo Switch,9.0
6385,Action,Dynasty Warriors 9,PlayStation 4,5.8
6386,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6387,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6388,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6389,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6390,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6391,Platformer,Iconoclasts,PlayStation 4,8.4
6392,Platformer,Iconoclasts,PlayStation Vita,8.4
6393,Platformer,Iconoclasts,PC,8.4
6394,Fighting,EA Sports UFC 3,Xbox One,7.5
6395,Puzzle,Gorogoa,PC,8.5
6396,Puzzle,Gorogoa,Macintosh,8.5
6397,Puzzle,Gorogoa,iPhone,8.5
6398,Puzzle,Gorogoa,Nintendo Switch,8.5
6399,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6400,RPG,Kingdom Come: Deliverance,PC,8.0
6401,Hardware,Analogue Super Nt,Super NES,8.5
6402,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6403,Fighting,Injustice 2: TMNT DLC,PC,8.8
6404,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6405,Adventure,Fe,PlayStation 4,6.5
6406,Adventure,Fe,Nintendo Switch,6.5
6407,Adventure,Fe,Xbox One,6.5
6408,Adventure,Fe,PC,6.5
6409,Action,Bayonetta 2,Nintendo Switch,9.0
6410,Action,Dynasty Warriors 9,PlayStation 4,5.8
6411,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6412,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6413,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6414,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6415,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6416,Platformer,Iconoclasts,PlayStation 4,8.4
6417,Platformer,Iconoclasts,PlayStation Vita,8.4
6418,Platformer,Iconoclasts,PC,8.4
6419,Fighting,EA Sports UFC 3,Xbox One,7.5
6420,Puzzle,Gorogoa,PC,8.5
6421,Puzzle,Gorogoa,Macintosh,8.5
6422,Puzzle,Gorogoa,iPhone,8.5
6423,Puzzle,Gorogoa,Nintendo Switch,8.5
6424,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6425,RPG,Kingdom Come: Deliverance,PC,8.0
6426,Hardware,Analogue Super Nt,Super NES,8.5
6427,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6428,Fighting,Injustice 2: TMNT DLC,PC,8.8
6429,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6430,Adventure,Fe,Nintendo Switch,6.5
6431,Adventure,Fe,PlayStation 4,6.5
6432,Adventure,Fe,PC,6.5
6433,Adventure,Fe,Xbox One,6.5
6434,Action,Bayonetta 2,Nintendo Switch,9.0
6435,Action,Dynasty Warriors 9,PlayStation 4,5.8
6436,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6437,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6438,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6439,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6440,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6441,Platformer,Iconoclasts,PlayStation 4,8.4
6442,Platformer,Iconoclasts,PlayStation Vita,8.4
6443,Platformer,Iconoclasts,PC,8.4
6444,Fighting,EA Sports UFC 3,Xbox One,7.5
6445,Puzzle,Gorogoa,PC,8.5
6446,Puzzle,Gorogoa,Macintosh,8.5
6447,Puzzle,Gorogoa,iPhone,8.5
6448,Puzzle,Gorogoa,Nintendo Switch,8.5
6449,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6450,RPG,Kingdom Come: Deliverance,PC,8.0
6451,Hardware,Analogue Super Nt,Super NES,8.5
6452,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6453,Fighting,Injustice 2: TMNT DLC,PC,8.8
6454,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6455,Adventure,Fe,Nintendo Switch,6.5
6456,Adventure,Fe,PlayStation 4,6.5
6457,Adventure,Fe,PC,6.5
6458,Adventure,Fe,Xbox One,6.5
6459,Action,Bayonetta 2,Nintendo Switch,9.0
6460,Action,Dynasty Warriors 9,PlayStation 4,5.8
6461,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6462,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6463,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6464,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6465,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6466,Platformer,Iconoclasts,PlayStation 4,8.4
6467,Platformer,Iconoclasts,PlayStation Vita,8.4
6468,Platformer,Iconoclasts,PC,8.4
6469,Fighting,EA Sports UFC 3,Xbox One,7.5
6470,Puzzle,Gorogoa,PC,8.5
6471,Puzzle,Gorogoa,Macintosh,8.5
6472,Puzzle,Gorogoa,iPhone,8.5
6473,Puzzle,Gorogoa,Nintendo Switch,8.5
6474,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6475,RPG,Kingdom Come: Deliverance,PC,8.0
6476,Hardware,Analogue Super Nt,Super NES,8.5
6477,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6478,Fighting,Injustice 2: TMNT DLC,PC,8.8
6479,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6480,Adventure,Fe,Nintendo Switch,6.5
6481,Adventure,Fe,PlayStation 4,6.5
6482,Adventure,Fe,PC,6.5
6483,Adventure,Fe,Xbox One,6.5
6484,Action,Bayonetta 2,Nintendo Switch,9.0
6485,Action,Dynasty Warriors 9,PlayStation 4,5.8
6486,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6487,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6488,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6489,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6490,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6491,Platformer,Iconoclasts,PlayStation 4,8.4
6492,Platformer,Iconoclasts,PlayStation Vita,8.4
6493,Platformer,Iconoclasts,PC,8.4
6494,Fighting,EA Sports UFC 3,Xbox One,7.5
6495,Puzzle,Gorogoa,PC,8.5
6496,Puzzle,Gorogoa,Macintosh,8.5
6497,Puzzle,Gorogoa,iPhone,8.5
6498,Puzzle,Gorogoa,Nintendo Switch,8.5
6499,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6500,RPG,Kingdom Come: Deliverance,PC,8.0
6501,Hardware,Analogue Super Nt,Super NES,8.5
6502,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6503,Fighting,Injustice 2: TMNT DLC,PC,8.8
6504,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6505,Adventure,Fe,PlayStation 4,6.5
6506,Adventure,Fe,Nintendo Switch,6.5
6507,Adventure,Fe,Xbox One,6.5
6508,Adventure,Fe,PC,6.5
6509,Action,Bayonetta 2,Nintendo Switch,9.0
6510,Action,Dynasty Warriors 9,PlayStation 4,5.8
6511,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6512,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6513,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6514,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6515,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6516,Platformer,Iconoclasts,PlayStation 4,8.4
6517,Platformer,Iconoclasts,PlayStation Vita,8.4
6518,Platformer,Iconoclasts,PC,8.4
6519,Fighting,EA Sports UFC 3,Xbox One,7.5
6520,Puzzle,Gorogoa,PC,8.5
6521,Puzzle,Gorogoa,Macintosh,8.5
6522,Puzzle,Gorogoa,iPhone,8.5
6523,Puzzle,Gorogoa,Nintendo Switch,8.5
6524,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6525,RPG,Kingdom Come: Deliverance,PC,8.0
6526,Hardware,Analogue Super Nt,Super NES,8.5
6527,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6528,Fighting,Injustice 2: TMNT DLC,PC,8.8
6529,Fighting,Injustice 2: TMNT DLC,PlayStation 4,8.8
6530,Adventure,Fe,PlayStation 4,6.5
6531,Adventure,Fe,Nintendo Switch,6.5
6532,Adventure,Fe,Xbox One,6.5
6533,Adventure,Fe,PC,6.5
6534,Action,Bayonetta 2,Nintendo Switch,9.0
6535,Action,Dynasty Warriors 9,PlayStation 4,5.8
6536,"Action, Adventure",Middle-earth: Shadow of War -- The Blade of Galadriel,PlayStation 4,6.8
6537,Shooter,Call of Duty: WWII -- The Resistance,PlayStation 4,7.7
6538,Strategy,Sid Meier's Civilization VI: Rise and Fall,PC,7.8
6539,Fighting,Dissidia Final Fantasy NT,PlayStation 4,6.9
6540,"Action, Adventure",Assassin's Creed Origins: The Hidden Ones,PlayStation 4,8.4
6541,Platformer,Iconoclasts,PlayStation 4,8.4
6542,Platformer,Iconoclasts,PlayStation Vita,8.4
6543,Platformer,Iconoclasts,PC,8.4
6544,Fighting,EA Sports UFC 3,Xbox One,7.5
6545,Puzzle,Gorogoa,PC,8.5
6546,Puzzle,Gorogoa,Macintosh,8.5
6547,Puzzle,Gorogoa,iPhone,8.5
6548,Puzzle,Gorogoa,Nintendo Switch,8.5
6549,"Action, Adventure",Shadow of the Colossus,PlayStation 4,9.7
6550,RPG,Kingdom Come: Deliverance,PC,8.0
6551,Hardware,Analogue Super Nt,Super NES,8.5
6552,Fighting,Injustice 2: TMNT DLC,Xbox One,8.8
6553,Fighting,Injustice 2: TMNT DLC,PC,8.8
